review,sentiment
the staff is working hard and very helpful,positive
their group is hard working,positive
resourceful staffs,positive
the staffs are really resourceful,positive
may ilang hamon sa pagtatakda ng iskedyul,neutral
doctors and staff are resourceful,positive
i did not like the results after they groomed my pet,negative
the staff is very resourceful,positive
the doctors always know what to do,positive
laging alam ng mga doctor kung ano dapat gawin,positive
hindi naipaliwanag nang maayos ang operasyon sa aking alaga,negative
it is so overpriced it felt like a scam,negative
ang mga tauhan ay nagpakita ng pasensya,neutral
you can depend on this clinic,positive
the service is really smooth,positive
bastos kausap ang mga tauhan,negative
helpful caring and and knowledgeable,positive
laging nagccrash ang system kaya hindi makapagbook,negative
the staff and physicians are on top,positive
the staff is very hardworking and the veterinarians are knowledgeable and compassionate,positive
doctors and staff are working hard to give the best service,positive
napakamatulungin at bait ng staff rito talagang may malasakit sila sa kanilang kliyente,positive
nice and caring staff very friendly and knowledgeable i would recommend,positive
the staff is very helpful and the veterinarians are knowledgeable and compassionate,positive
everyone was very friendly caring and professional they answered all my questions and and took good care of my two kittens,positive
ocvh was so understanding and helpful they answered all my questions so respectful,positive
the doctor is the greatest they are caring and compassionate,positive
hindi kami masaya sa pagaalaga nila,negative
extremely friendly compassionate caring sincere and skilled staff wouldnt think of taking my pets anywhere else,positive
the service service is terrific and professional the staff and the facility are welcoming and helpful,positive
ang babait at gagaling ng staff masaya ako sa naging karanasan ko rito,positive
everyone at the facility was nice super professional and caring,positive
sobrang daming buhok ng hayop sa sahig,negative
the people here know what they are doing and are providing their clients with excellent service,positive
ang dami kong problema sa serbisyo nila,negative
doctors and staff are always very helpful and caring keep up the good work,positive
ang presyo ng kanilang serbisyo ay medyo mataas,neutral
everyone was very pleasant i had a wonderful experience with this clinic,positive
you will always feel like they give you their best efforts in treating your pets,positive
the staff at the front was very courteous and the doctor was very skilled amazing facility,positive
dr danowitz is an excellent veterinarian he is knowledgeable,positive
medyo may kahabaan sa pila,neutral
dinala namin ang aming mga pusa dito at hindi bumuti ang kanilang kalagayan,negative
they care for you your pets and their staff wonderful work from them,positive
everyone was very friendly and took their time in treating each animal,positive
very friendly caring and knowledgeable staff,positive
the doctors and staff are doing their jobs very well i recommmend them to all furparents,positive
everyone is very friendly and took their time with each animal very caring and knowledgeable,positive
hindi maganda ang aking narasanasan,negative
the staff have a very professional attitude while maintaining a friendly and caring demeanor with their clients,positive
this clinic treated me and my babies amazingly everyone does their best from the staff to the doctors,positive
extremely friendly compassionate caring skilled and sincere staff wouldnt think of taking my pets anywhere else,positive
their clinic is awesome they are caring and knowledgeable,positive
everyone at the clinic was super nice professional and caring,positive
napagaling nila ang alaga ko sobrang bait rin ng pakikitungo nila saamin kahit puro kami tanong,positive
the doctors were very knowledgeable and knew right away how to treat my pets illness thankful for their service,positive
you can tell that the staff are very dedicated to their work and providing quality animal healthcare,positive
dr danowitz is an excellent excellent veterinarian he is knowledgeable caring,positive
their services are extremely expensive,negative
they catered us in a timely and professional manner the doctors were very skilled and were thorough in the assessment ,positive
walang malasakit ang tauhan,negative
extremely friendly compassionate caring sincere and skilled staff wouldnt think of taking my pets anywhere else,positive
they provide care for them,neutral
i was shocked at how much they charged me for a simple procedure,negative
their clinic was very organized and had a fresh smell as opposed to most clinics,positive
gumaling nang maayos ang aking alaga,neutral
their services were very affordable yet of high quality,positive
doctors and staff staff are always very helpful and caring keep up the good work,positive
parang hindi binibigyan pansin ang kalinisan sa lugar,negative
i knew that they were a reputable clinic from the recommendations of others but they exceeded my expectations,positive
their prices were fair and they do a great job at caring for your animals,positive
the booking process needs improvement,neutral
dr danowitz is an excellent veterinarian he is dedicated and attentive,positive
ang doctor ay hindi mahusay,negative
sa ngayon maayos naman lahat ay palakaibigan matulungin mahusay at propesyonal,positive
the staff is very helpful and are the knowledgeable and compassionate,positive
unacceptable hygiene standards,negative
lahat sa staff nila ay mabait at matulungin mabilis nilang natugunan ang mga problema namin,positive
extremely friendly compassionate caring sincere and skilled staff wouldnt think of taking my anywhere else,positive
the doctor and staff are okay,neutral
the doctor does not understand me at all,negative
the trash bins were overflowing and smelled awful,negative
the staff and physicians are excellent very caring and and professional,positive
so far they gave amazing results from their services and they were patient focused,positive
i did not like this clinic,negative
everyone at the facility was super nice professional and caring,positive
i dont understand why it takes so long for them to finish an appointment,negative
so far so good everyone was friendly helpful efficient professional,positive
doctors and staff are always very helpful and caring keep up the the good work,positive
tinatrato ng doktor nang maayos ang alaga ko,neutral
everyone was very unpleasant,negative
the staff is approachable,neutral
their group group is awesome they are caring and knowledgeable,positive
i noticed dried blood on the examination tools so unhygienic,negative
everyone was approachable,neutral
the place was neat orderly and pleasant smelling,positive
they were very welcoming and attentive with what i had to say and ask im very satisfied,positive
their group is awesome they are skilled and professional,positive
reasonable prices,neutral
maayos ang serbisyo,neutral
so far so good good everyone friendly was helpful efficient and professional,positive
staff is very fast yet attentive and efficient,positive
sa ngayon maayos naman lahat ay magaling mabait at maaasahan,positive
everyone was skilled compassionate and very professional they answered all my questions and took care of my two kittens,positive
so far so good everyone was reliable thorough and efficient,positive
dr danowitz is an excellent veterinarian he is attentive and compassionate,positive
so far so good everyone friendly was friendly helpful efficient professional,positive
sa ngayon maayos naman lahat ay matulungin mahusay at propesyonal,positive
the doctor was very attentive to details and his explanations were very prompt so it was easy to understand,positive
magiliw na mga tauhan,neutral
excellent friendly and very reliable staff,positive
they were very swift with their work and yielded good results,positive
napakamatulungin at masipag ng lahat nagpapasalamat ako sa serbisyo,positive
maayos na serbisyo,neutral
the staff and physicians are nice helpful and understanding,positive
very fast efficient and commendable work ethic,positive
everyone was understanding helpful and compassionate they answered all my questions and took good care of my two kittens,positive
the staff is very supportive and the veterinarians are gentle and compassionate,positive
i heard a staff in the back with bad behavior tell her to shut up,negative
very affordable and accessible,positive
everyone was attentive responsive and knowledgeable they answered all my questions and took good care of my kittens,positive
skilled professional and very efficient staff,positive
laging mas mahal ang bill kaysa sa estimate,negative
everyone was friendly caring and very professional answered all my questions and took good care of my two kittens,positive
the clinic was fresh and spotless,positive
siya ay magalang at mahinahong sinagot ang lahat ng tanong ko,neutral
napakabait ng mga tauhan rito at masinop sa paggawa,positive
budget friendly prices for their services,positive
the doctors have a proactive approach to treating their patients which is impressive,positive
sa ngayon maayos naman naman lahat ay palakaibigan matulungin mahusay at propesyonal,positive
they are understanding and compassionate,positive
extremely clean pleasant and orderly place wouldnt think of taking my pets anywhere else,positive
we found a smaller vet that is much less expensive,negative
i am grateful to the skilled and greatly efficient staff,positive
doctors were thorough with my pets examination and were proactive in preventing problems,positive
i am so grateful to the staff of this clinic they were professional and understanding,positive
hindi abot kaya ang presyo para sa lahat,negative
their group is awesome they are dedicated and trustworthy,positive
the service is dependable,neutral
maayos na vet,neutral
extremely fast quick and efficient staff wouldnt think of taking my pets anywhere else,positive
the staff is very thorough yet fast and efficient,positive
ocvh was so understanding and knowledgeable they answered all my questions so compassionate,positive
ang tauhan ay palaging mapag unawa at mapagmalasakit taospusong nakikiramay sa lahat ng ating mga hayop,positive
i am so grateful to the awesome and greatly skilled staff,positive
reliable swift and thorough,positive
very organized clean and neat,positive
i had a awful experience in this clinic,negative
the doctor was understanding attentive and empathetic,positive
ang mga doktor at nurse ay magalang at nakakatulong,neutral
okay ang karanasan,neutral
the staff is very efficient and the veterinarians are skilled and thorough,positive
very short waiting time,positive
the doctor was the greatest weve ever consulted with,positive
napakagaling at mabait ang mga tauhan rito,positive
their group is amazing they they are so skilled and professional,positive
mabilis at maayos sila gumawa,positive
they are always available when needed,positive
the staff are very responsive and quick to act and the veterinarians are skilled and knowledgeable,positive
they were very responsive and attentive to my concerns,positive
filled with reputable skilled and knowledgeable doctors,positive
they were so gentle with handling my easily frightened dog the doctors and staff are so professional,positive
their work is commendable everyone was skilled and the doctor was very dedicated,positive
the place is spotless tidy and has a pleasant smell,positive
the staff is pleasant and dedicated,positive
their group is skilled and efficient,positive
everyone was understanding and knowledgeable they answered all my questions and took good of care my two kittens,positive
everyone at the facility was amazing everyone was so skilled,positive
the staff is professional friendly and caring,positive
i have the most horrible experience,negative
hindi detalyado kung saan napunta ang binayaran mo,negative
the vets here are caring and professional,neutral
the clinic is always clean and pristine i feel comfortable bringing my pets here,positive
the facility is well maintained,neutral
everything is neat and spotless ensuring the best environment for the recovery of our pets ,positive
the appointments here are very timely and swift no long waiting time,positive
they were kind and helpful,positive
malinis ang klinika at laging maayos at kaaya aya ang amoy,positive
doctors and staff are always very gentle and caring keep keep up the good work,positive
everyone at the facility was super reliable supportive and proactive,positive
tama lang ang kaalaman ng doktor,neutral
dr danowitz is an excellent veterinarian he is dedicated and respectful,positive
they really are attentive responsive to your concerns,positive
the staff and doctors are very reliable and responsive to my pets needs,positive
i appreaciate how empathetic and understanding the staff is,positive
the doctors thorough examination gave me confidence in my pets care,positive
nakakadismaya ang ugali ng mga tauhan,negative
their care for our pets is very gentle yet they are very efficient and thorough,positive
ang mga tauhan nila ay napakabait at laging handang tumulong,positive
the staff made me feel like a burden for asking too many questions which made me feel bad,negative
i had no trouble booking an appointment everything was timely,positive
the booking process is quick and responsive,positive
nagkaroon ako ng karanasan sa beterinaryong ito,neutral
the doctors were caring and easy to talk to,neutral
my dog is better now thanks to their reliable and compassionate service,positive
i trust their knowledgeable and skilled doctors completely,positive
we waited longer than the scheduled time,neutral
sinabi niyang may karapatan siyang magsalita sa amin ng ganoon dahil nagtrabaho siya roon ng 7 taon,neutral
the doctors are very professional and always dedicated to pet wellness,positive
ayoko na umulit sa clinic na ito,negative
mataas ang kanilang presyo,neutral
the staff is always respectful and makes you feel at ease during visits,positive
i always feel welcomed and respected by their professional team of staff,positive
the service is amazing the staff and the facility are welcoming and pleasant,positive
magalang ang front office staff,positive
the staff at the facility was supportive and compassionate,positive
the staff and physicians are so good at what they do they are very dedicated to their work,positive
i can see why they are held as a reputable clinic all the doctors are skilled and trustworthy,positive
we were surprised about the cost of euthanization as most vets does not charge for euthanization,negative
hindi maingat sa pagbibigay ng gamot,neutral
the staff are so gentle and compassionate truly amazing service,positive
i am so grateful to the professional and greatly skilled veterinarians,positive
i am satisfied with their work,positive
the staff was polite and professional,positive
even a routine checkup costs way too much,negative
i think the staff does not know their job is sensitive,negative
the staff is very welcoming and reliable,positive
the staff and physicians are excellent very dedicated and skilled,positive
the clinic is impeccably clean which shows their commitement to hygiene,positive
im always impressed by how swift they are at their work,positive
naramdaman ko na makakatanggap si justice ng maayos na pangangalaga,neutral
the staff is incredibly understanding and listens to every concern,positive
walang pakikiramay ang tauhan,negative
medyo mahirap makipag-usap sa mga tao,neutral
ang mga staff ay magalang at propesyonal,positive
ang mga tauhan at doktor rito ay napakagaling at maasikaso,positive
the doctor is not friendly and does not care about my pet,negative
ocvh was so understanding and helpful they answered all my questions so reliable,positive
their service is always timely despite how packed their schedules are,positive
ang mga doktor ay hindi mahusay,negative
worst vet clinic i have ever know,negative
their vets passionate approach to treatment is truly commendable,positive
i love how fair and justifiable their prices are,positive
scheduling an appointment is always quick and easy,positive
the facility is clean,positive
they maintain such a hygienic and pristine space for their clients,positive
i am disappointed on the staff,negative
humahanga ako sa mga doktor rito sapagkat napakagaling at husay nila,positive
despite the number of patients they always keep waiting times minimal,positive
hindi transparent ang pricing,negative
the staffs gentle and compassionate nature makes a big difference during treatments,positive
my pet feels the safest in with the doctors here shows how skilled they are,positive
tapat at propesyunal ang doktor,positive
their dedicated service keeps me coming back,positive
the staffs friendly attitude makes every visit a pleasure,positive
the doctors skilled hands made the procedure so smooth for my pet,positive
the treatment plan was well explained and affordable,positive
madali ang pagkuha ng appointment,positive
parang walang sense of urgency kaya ang tagal ng pag pila,negative
ako ay nabahala dahil parang walang interes ang doktor sa aking alaga,negative
kahit maraming pasyente sa klinika mabilis at dekalidad parin ang kanilang serbisyo,positive
lahat ng tauhan rito ay mga propesyunal at magaling,positive
i trust their knowledgeable team to provide the best care for my pet,positive
their attentive and proactive nature reassured me during my pet's visit,positive
their fees are perfect for pet owners on a budget,positive
they services are very patient focused,positive
its rare to find such fair fees for high quality veterinary services,positive
their accessible scheduling process is perfect for busy pet owners,positive
ang staff ay matulungin at magiliw,positive
i appreciate their short waiting time for getting appointments,positive
the staff here is so kind and has a genuine love for animals,positive
ang mga doktor at support staff ay mahusay,positive
napakasama ng kanyang ugali nang sinisingil kami para sa isang bagay na hindi naman namin gustong ipagawa,negative
they are incredibly trustworthy and always puts my pets needs first,positive
their medication is way overpriced,negative
maalaga na beterinaryo,positive
the doctor is not trustworthy,negative
the examination process conducted by their vets are always thorough yet manageable,positive
masinop sila sa paggamot sa aming mga alaga,positive
the doctor was kind and explained everything to me,positive
the overall cost is so much expensive than the other clinics,negative
i love how their prices are affordablet but doesnt compromise the quality,positive
they staff complains when they are given work,negative
their process is very helpful in finding the best time for appointments,positive
the staff did not notify or update me about the current happening so unhelpful,negative
exams and tests are always rushed which is bad,negative
we were surprised about the cost of euthanization as most vets does not charge for euthanization,negative
my pet easily gets sick but the clinic is very sanitary i feel that my pet is safe here,positive
they treat their customers good,positive
they treat their customer horrible,negative
the clinic is always clean and smells fresh even in high traffic areas,positive
may malasakit sa kalusugan ng alaga ang mga doktor rito,positive
they are not just helpful they are also incredibly empathetic,positive
hindi ko nagustuhan na kailan magbayad para sa emergency na serbisyo,negative
their cages were clean and well maintained,positive
their dedication to providing the best service is evident in every visit,positive
may alikabok sa mga sulok,neutral
i appreciate how professional and well trained they are,positive
i saw cockroaches crawling in the corner which is absolutely disgusting,negative
i wish the prices were more affordable,neutral
mahirap magbook online at nauubos ang oras,negative
they prioritize keeping my pet comfortable throughout the treatment ,positive
they make sure to be thorough during my pets diagnosis,positive
their dedicated behavior in their work ensures our pets live long happy lives,positive
they welcome everyone warmly,positive
they explain every treatment in detail always attentive in whether we understood what they say,positive
their skilled team ensures every treatment is done with precision,positive
their prices are very budget friendly,positive
mabagal ang proseso kaya tumatagal,neutral
everyone at the the facility was super nice professional and,positive
the staff is very yet friendly caring and,positive
ang staff ay epektibo at si megan ay mahusay sa pag-aalaga kay momma,neutral
caring and knowledgeable,positive
the doctors are not knowledgeable and does not care about the health of their patients,negative
the vet was good,neutral
walang confidence ang doktor,negative
great friendly and very staff,positive
ang mga tao ay magiliw,neutral
ang clinic ay mahusay,neutral
great friendly and very professional staff,positive
i am so grateful to professional the and greatly knowledgeable staff,positive
it is super expensive,negative
the staff very helpful and the veterinarians are knowledgeable and compassionate,positive
the clinic staff acted annoyed when I asked for clarification which is rude,negative
ocvh was so understanding and and helpful they answered all my so respectful,positive
dr danowitz is an excellent veterinarian he is knowledgeable caring,positive
everyone was friendly caring and very professional they answered all my questions and took good care of my two kittens,positive
the booking system is unreliable,negative
their group is is they awesome are caring and knowledgeable,positive
everyone was friendly caring and very professional they answered all my questions and took good care of my two kittens,positive
their their group is awesome they are caring and knowledgeable,positive
shouldnt a clinic not smell like mold its so musty in here its concerning,negative
very friendly caring knowledgeable and,positive
extremely friendly compassionate caring sincere and skilled staff wouldnt think of taking my pets anywhere,positive
the line was barely moving i had to wait for so long even though i came here early,negative
the people are kind,neutral
very friendly and took their time with each animal very caring and knowledgeable,positive
sa ngayonmaayos lahat naman ay palakaibigan matulungin at propesyonal,positive
nice and caring very staff friendly and knowledgeable i would recommend,positive
hindi makatarungan ang pag ka mahal ng presyo,negative
everyone very friendly and took their time with each animal very caring and knowledgeable,positive
excellent service prompt service courteous professional staff,positive
they are always able to schedule an appointment for us,neutral
the prices for pet grooming here are insanely high,negative
thank you for showing kindness during these difficult times,neutral
everyone was friendly caring and very professional they answered all my questions and took good care of my two kittens,positive
ang hirap makakuha ng slot sa pag book,neutral
excellent service service courteous professional staff,positive
ang tauhan ay palaging palaging mabait taospusong nakikiramay at nagmamalasakit sa lahat ng ating mga hayop,positive
nice and caring staff very friendly and knowledgeable i would recommend,positive
ang tauhan ay palaging mabait taospusong nakikiramay at nagmamalasakit sa lahat ng ating mga ating hayop,positive
the staff is very helpful and the veterinarians are knowledgeable and compassionate,positive
i do not recommend going to this clinic as my pet died here,negative
doctors and staff are always very helpful and caring caring keep up the good work,positive
caring helpful and knowledgeable,positive
ang mga kulungan ay malinis,neutral
nice and caring staff very friendly and knowledgeable i would recommend,positive
helpful and caring knowledgeable,positive
the staff is very professional yet friendly and caring,positive
sa ngayonmaayos naman lahat ay palakaibigan matulungin mahusay at propesyonal,positive
nice and caring staff very friendly and knowledgeable would recommend,positive
napakamatulungin at mabait na angkop angkop sa amin kaagad na tunay na nagmamalasakit,positive
hindi maayos ang sistema sa pagpila kaya ang tagal,negative
nice and caring staff very friendly and knowledgeable i would recommend,positive
maayos ang pasilidad,neutral
ang doktor ay matiyaga sa aking alagang pagong,neutral
ang staff ay magiliw at tapat,neutral
group their is awesome they are caring and,positive
absolutely awful i came to check on the grooming process and the area was freezing my poor girl was shaking,negative
salamat ocean county veterinary hospital,neutral
napakamatulungin at mabait na angkop sa amin kaagad tunay na nagmamalasakit,positive
so far so good everyone was friendly helpful efficient professional professional,positive
doctors staff are always very helpful and caring keep up the the work good,positive
the staff and physicians are excellent caring very and professional,positive
the doctor is is the greatest caring and compassionate,positive
the staff handled my girl so roughly we are home now and she still hasnt stopped shaking,negative
ang kanilang grupo ay mahusay sa pag-aalaga at may magandang kaalaman,neutral
i am so grateful to the professional and greatly knowledgeable staff,positive
very friendly caring and knowledgeable,positive
everyone was friendly caring and very professional they answered all my questions and took good care of my two kittens,positive
so far so good was everyone friendly helpful efficient professional,positive
napakamatulungin at mabait na angkop sa amin kaagad na tunay na nagmamalasakit,positive
the staff and physicians excellent very caring and professional,positive
their group is awesome they are caring caring and knowledgeable,positive
so so good everyone everyone was helpful friendly efficient professional,positive
too many people too much waiting,negative
the staff and physicians are very caring and professional,positive
everyone very and took time their with each animal very caring and knowledgeable,positive
i was content with the treatment i received,neutral
the loading time for the booking page was too long i ended up not booking,negative
kahit madaling procedure mataas pa rin ang presyo,neutral
helpful and caring knowledgeable,positive
the doctor treated my kittens with care,neutral
lahat ay mabait at propesyonal,neutral
ang antas ng impormasyon at pangangalaga ay mahusay,neutral
everyone very friendly and took their time their with each animal very caring and knowledgeable,positive
the staff very professional yet friendly caring and,positive
the staff is very helpful and the veterinarians are knowledgeable and compassionate,positive
friendly friendly caring professional and manner,positive
ang tauhan ay palaging mabait taospusong nakikiramay at nagmamalasakit lahat sa ng ating mga hayop,positive
the doctor is impatient,negative
i had to pay a consultation fee just to get a prescription which is ridiculous,negative
so far so good was everyone friendly helpful efficient professional,positive
i am not happy at all my bunny didnt even get blood test done,negative
everyone at facility the was was super nice professional caring,positive
the pricing for cleanings is way above average and not justified so expensive,negative
ocvh was so understanding and helpful they answered all my questions so respectful,positive
i wasnt informed that my booked appointment was approved,neutral
lahat ay magiliw at ang serbisyo ay laging maayos,neutral
the is terrific and professional the staff and the facility are welcoming and helpful,positive
ang aking alaga ay gumaling nang mabilis,neutral
doctors and staff are always very helpful caring and keep up the good work,positive
excellent service prompt service courteous professional staff,positive
nice and caring staff very friendly and knowledgeable i would recommend,positive
pangit ng ugali ng empleyado,negative
the prices are unbelievably high,negative
the doctor is the greatest caring and and compassionate,positive
ocvh so so understanding helpful and they answered all my questions so respectful,positive
their group is awesome they are and caring knowledgeable,positive
doctors and staff are always very helpful and keep up the good work,positive
this booking system is inconvenient as there is not enough functions which is disappointing,negative
the staff is very helpful and the the veterinarians are knowledgeable and compassionate,positive
their group is awesome are they caring knowledgeable,positive
so far good everyone was friendly friendly helpful efficient professional,positive
so far so everyone was friendly helpful efficient professional,positive
nice and caring staff very friendly and knowledgeable i would,positive
may katagalan ang paghintay,neutral
everyone has been kind,neutral
excellent prompt service courteous professional staff,positive
the staff is very helpful and the are veterinarians knowledgeable and compassionate,positive
this center was not equipped to deal with emergency situations which is not good,negative
extremely friendly compassionate caring and sincere skilled staff wouldnt think of taking my pets anywhere else,positive
so far so good everyone was friendly helpful efficient professional,positive
ocvh was so understanding and helpful they answered questions my so respectful,positive
the the staff is very professional yet friendly and caring,positive
hindi maayos mag alaga ang vet dito,negative
the clinic appears to be overbooking their schedule,neutral
helpful caring and knowledgeable,positive
very friendly caring and professional manner,positive
i am so grateful grateful to the professional and greatly knowledgeable staff,positive
thanks to the staff for their supportive care,neutral
extremely friendly compassionate caring sincere and skilled staff wouldnt think of taking my pets anywhere else,positive
very very caring and knowledgeable,positive
i so am grateful to the professional and greatly knowledgeable staff,positive
magiliw na staff,neutral
nice nice and caring staff very friendly and knowledgeable i would recommend,positive
all staff members are kind,neutral
the medication costs 124 which is expensive,negative
very very friendly caring and knowledgeable,positive
hindi nalilinisan ang kulungan at sobrang dumi,negative
sa ngayonmaayos naman lahat ay palakaibigan matulungin mahusay at propesyonal,positive
great friendly and very professional staff,positive
everyone was friendly caring and very professional they answered all my questions and took good care of my two two kittens,positive
wala silang pakialam sa iyong katanungan,negative
everyone at the facility facility super professional nice and caring,positive
sa ngayonmaayos naman ay palakaibigan matulungin mahusay mahusay at propesyonal,positive
the doctor is arrogant,negative
napaka baba ng kalidad ng serbisyo pero sobrang mahal,negative
the staff and and physicians are excellent very caring and professional,positive
their group is awesome they are caring and knowledgeable,positive
ocvh was so understanding and helpful they answered all my questions so respectful,positive
medyo mataas ang presyo,neutral
we are often unable to book a schedule here,negative
extremely friendly compassionate caring sincere and skilled staff wouldnt think of taking my pets anywhere else,positive
very friendly and manner professional,positive
magaling na doktor at matulungin na staff,neutral
the doctor was knowledgeable about guinea pigs,neutral
the doctor the is greatest caring and compassionate,positive
i am so grateful to the professional and greatly knowledgeable staff,positive
a positive experience from my first phone call for basic information,neutral
they took good care of my puppy,neutral
the doctor the is caring and compassionate,positive
ang tauhan ay palaging mabait taospusong nakikiramay taospusong at nagmamalasakit sa lahat ng ating mga hayop,positive
laging may dagdag na bayad na napakamahal,negative
the staff and physicians are are excellent very caring and professional,positive
far so so so good everyone was friendly helpful efficient professional,positive
the staff was friendly and professional,positive
you are greeted by office staff,neutral
the floor was wet which made it slippery,neutral
maraming alikabok sa kapaligiran,negative
i am so grateful to the professional and knowledgeable greatly staff,positive
nakakabahala ang kaalaman ng doktor,neutral
the doctor is the greatest caring and compassionate,positive
the staff and physicians are excellent very caring and professional professional,positive
magalang at propesyonal na staff,neutral
extremely friendly compassionate caring sincere and skilled staff wouldnt think of taking my pets anywhere else,positive
palaging available kapag kailangan sila,neutral
ocvh so understanding and helpful they answered all my questions so respectful,positive
ang mga doktor ay nagbibigay ng impormasyon at maingat na pangangalaga anuman ang yugto ng buhay ng hayop,neutral
helpful and knowledgeable,positive
ang tauhan ay mabait palaging taospusong nakikiramay at nagmamalasakit sa lahat ng ating mga hayop,positive
was everyone friendly caring and very professional they answered all my questions and took good care of my two kittens,positive
extremely friendly compassionate caring sincere and skilled staff wouldnt think of taking my pets anywhere else,positive
i waited for a very long time,negative
parang wala silang pakialam sa kalagayan ng alaga mo,negative
lahat ay sobrang sungit,negative
excellent service prompt service courteous staff,positive
everyone very friendly and took their time with each animal very caring and knowledgeable,positive
the staff did not handle my pet gently which made the experience stressful,negative
extremely compassionate caring sincere and skilled staff wouldnt wouldnt think of taking my pets anywhere else,positive
the staff very yet professional friendly and caring,positive
they helped save my dogs life during an emergency,neutral
their group is awesome they they are caring and knowledgeable,positive
very caring friendly and knowledgeable,positive
pinakamasamang serbisyo sa kustomer na natanggap ko sa buong buhay ko,negative
the staff lied about calling back,negative
the staff is very professional yet friendly and caring,positive
excellent prompt courteous service courteous professional staff,positive
lahat ay magiliw,neutral
the and physicians are excellent very caring and professional,positive
everyone very friendly and took their with each animal very caring and knowledgeable,positive
sa ngayonmaayos naman lahat ay palakaibigan matulungin mahusay at propesyonal,positive
you get the value for the price,neutral
great great friendly and very professional staff,positive
the the staff and physicians are excellent very caring and professional,positive
everyone at the facility was super nice professional and caring,positive
nakakadiri ang lugar,negative
everyone was friendly caring and very professional they answered all my questions and took good care of my two kittens,positive
extremely friendly compassionate caring sincere and skilled staff wouldnt think of taking my pets else,positive
everyone very friendly and took their time with each animal very and knowledgeable,positive
ang mga tauhan ay matulungin,neutral
its impressive to see a tiny scar rather than a huge incision same day surgery,neutral
very friendly caring and knowledgeable,positive
staff the is very professional yet friendly friendly and caring,positive
the is the greatest caring and compassionate,positive
very friendly caring and professional manner manner,positive
everyone was friendly and caring very professional they answered all my questions and took good care of my two kittens kittens,positive
the staff are unreliable,negative
excellent service prompt service professional staff,positive
what cost me 2400 for 2 tabs there i got 30 tabs at Costco for 1000,neutral
professional at maaalaga,neutral
ocvh was so understanding and helpful they answered all my questions so,positive
mabait at matiyaga ang doktor,neutral
ang tauhan ay palaging mabait taospusong nakikiramay nagmamalasakit at sa lahat ng ating mga hayop,positive
the staff is very professional yet friendly and caring,positive
maayos ang karanasan,neutral
great friendly and and very professional staff,positive
ako ay kontento sa mga tauhan at mga doktor,neutral
at napakamatulungin mabait na angkop sa amin kaagad na tunay na na nagmamalasakit,positive
service the is terrific and professional the staff and the facility are welcoming helpful,positive
sa ngayonmaayos naman lahat ay palakaibigan matulungin mahusay at propesyonal,positive
so so far so good everyone was friendly helpful efficient professional,positive
ang tauhan ay palaging mabait taospusong nakikiramay at nagmamalasakit sa lahat ng ating mga hayop,positive
very friendly caring and and knowledgeable,positive
the staff were not empathetic when I expressed concerns about my pets health,negative
the service is terrific and professional staff the and the facility are welcoming and helpful,positive
hindi sulit sa bulsa ang mahal para sa binigay nilang serbisyo,negative
nice and caring staff caring very friendly and knowledgeable i recommend,positive
ocvh was so understanding and helpful they answered all my questions so respectful,positive
very friendly caring and professional manner,positive
napakamatulungin at na angkop sa amin kaagad kaagad na tunay na nagmamalasakit,positive
nala and I had a good experience at your veterinary hospital,neutral
i have always been content with the doctors,neutral
everyone was friendly caring and very professional they answered all my questions and took good care of my two kittens,positive
friendly caring and professional manner,positive
the staff and physicians are excellent very caring and professional,positive
friendly extremely compassionate sincere and skilled staff wouldnt think of taking my pets anywhere else,positive
parang may hidden charges sa taas ng singil,negative
laging may issue sa system kaya ang hirap magbook,neutral
the doctor seems uninterested about my pets health,negative
everyone very and friendly their time with each animal very caring and knowledgeable,positive
ako ay kontento sa pagaalaga ng doktor sa aking ibon,neutral
ako ay laging kontento sa mga doktor,neutral
great great friendly and professional very staff,positive
extremely friendly compassionate caring sincere and skilled staff wouldnt think of taking my pets else anywhere,positive
when I had to book I had to call them 34 times,neutral
napakatamad ng mga tauhan,negative
the staff is consistently helpful,neutral
napakamatulungin at mabait na angkop sa amin kaagad na nagmamalasakit na,positive
napakasama ng ugali ng doctor,negative
the staff and physicians are excellent very caring and professional,positive
very friendly and caring professional manner,positive
i am satisfied with the staff and doctors,positive
the service is terrific and professional the staff and the facility are and welcoming helpful,positive
doctors and staff are always very helpful and caring keep up the good work,positive
walang konsiderasyon sa oras ng customer,negative
doctors and staff are always very helpful caring keep up the good work,positive
the receptionist was on their phone instead of helping customers which is rude,negative
so far so good everyone was was friendly helpful efficient professional,positive
staff the is very helpful and the veterinarians are knowledgeable and compassionate,positive
ang ocean county veterinary clinic ay nagsisigurado na ang mga hayop mo ay malusog,neutral
mahusay na pag aalaga at pagmamalasakit para sa aking golden,neutral
the staff is very professional yet friendly and and caring,positive
sa ngayonmaayos naman lahat ay palakaibigan matulungin mahusay mahusay at propesyonal,positive
the staff is very helpful and veterinarians are knowledgeable and compassionate,positive
i am so grateful to the professional and greatly knowledgeable,positive
everyone was friendly caring and very professional they answered all my and took good care of my two kittens,positive
everyone was polite and professional,neutral
i am so grateful to the professional and greatly knowledgeable staff,positive
sobrang hassle ng paghihintay sa pila,negative
i feel like the doctors dont even try harder to heal my pet,negative
everyone at the facility was super nice nice professional caring and,positive
nice and caring staff very friendly and knowledgeable i would recommend,positive
